LEGEND;Richards;DeltaBlue;Crypto;RayTrace;EarleyBoyer;RegExp;Splay;NavierStokes;PdfJS;Mandreel;Gameboy;CodeLoad;Box2D;Score
305;19533;19399;22594;26716;20774;3647;13361;25474;12081;23017;33929;21290;21363;18272
306;19522;19445;22445;26449;20856;3683;13294;25571;12293;22581;33562;21336;21363;18254
307;19543;19505;22747;26413;20969;3669;15703;25398;12092;22624;33761;21313;20930;18462
308;19504;19498;22510;26761;21065;3665;16396;25474;12257;22995;31456;21165;21278;18489
309;19441;19432;22368;26454;20912;3705;13700;25596;12186;23040;33661;21324;21385;18320
310;19289;19254;22216;26761;20709;3676;14457;25423;12162;23017;33861;21180;21069;18317
311;19540;19399;22418;26344;20701;3640;13684;25474;12221;22710;34030;21366;21517;18285
312;19522;19498;22344;26433;20812;3680;13478;25423;12700;22333;33497;21263;21753;18306
313;19564;19359;22216;26663;20856;3658;18221;25423;12257;23107;33497;21281;20971;18674
314;19575;19558;22544;25723;20645;3700;16046;25525;12724;22973;32665;21301;21496;18530
315;19490;19914;22508;26492;21097;3716;17708;25474;12525;23152;31765;21207;21342;18697
316;19518;19406;22879;26788;20975;3720;13473;25423;12377;22624;33861;21352;21111;18338
317;19511;19452;22309;26634;20746;3637;13431;25571;12162;22797;32853;21360;21152;18200
318;19526;18989;22260;26936;20984;3658;17529;25448;12197;23017;33828;21287;21427;18648
319;19257;19399;22116;26156;20886;3698;17317;25423;12046;22710;34030;21283;21215;18554
320;19529;19472;22485;26439;20891;3676;13525;25525;12605;22732;33828;21428;21173;18329
321;19243;19505;22404;26566;21002;3709;17855;25474;12652;22885;33728;21319;21796;18771
322;19275;20120;22414;26312;20861;3687;14399;25423;12869;22819;32325;21353;21257;18402
323;19561;19498;22337;25940;20895;3716;13591;25448;12197;22495;33929;21287;21363;18262
324;19430;19399;22725;26418;21134;3673;13550;25474;12257;22732;33996;21372;21539;18333
325;19247;19419;22627;26539;21037;3354;16054;25474;12377;23152;33761;21331;21496;18451
326;19310;19459;22549;26199;20837;3698;17301;25499;12139;22907;33695;21254;21385;18611
327;19289;19432;22253;26365;21181;3702;17211;25448;12127;23152;33828;21325;21236;18626
328;19254;19392;22125;26640;20761;3694;13485;25474;12104;22797;33828;21340;21427;18241
329;19575;19531;22274;26366;21089;3735;13474;25398;12414;22841;34030;21416;21069;18329
330;19487;19439;22514;26613;21003;3687;17488;25423;12150;22863;32727;21366;22637;18707
331;19455;19445;22150;26216;20809;3728;15948;25448;12197;23062;33695;21284;21406;18506
332;19561;19538;22208;26586;20781;3691;15997;25423;12104;22732;33431;21275;21539;18497
333;19321;19465;22352;26554;20729;3740;14057;25423;12600;22581;34166;21389;21048;18367
334;19176;19578;22846;26317;20697;3680;13409;25376;12438;22753;33761;21299;21539;18291
335;19522;19558;22403;26796;21027;3669;17765;25474;12442;22973;33695;21293;21321;18733
336;19515;19485;22311;26203;20873;3683;13513;25376;12269;23084;31641;21076;21278;18171
337;19547;19425;22277;26506;20796;3683;13458;25474;12162;22973;33562;21006;21406;18245
338;19296;19373;22253;26391;20821;3665;14440;25571;12919;22841;32479;21366;21321;18364
339;19476;19294;22473;26376;20833;3694;17374;25545;12174;23040;33464;21287;21406;18629
340;19554;19538;22709;27010;20845;3702;16135;25448;12069;23197;33043;21396;21069;18558
341;19515;19320;22497;26340;21038;3658;17643;25423;12475;22995;31610;21031;21363;18579
342;19526;19386;22239;26339;21016;3680;17904;25448;12760;22951;32356;21283;20971;18651
343;19483;19393;22459;26344;21087;3724;15980;25448;12221;22907;33661;21284;21427;18545
344;19515;19221;22625;26418;20824;3658;13222;25398;12389;23152;33595;21299;21427;18267
345;19540;19472;22275;26485;20847;3709;17146;25448;12115;22885;33595;21219;21152;18590
346;19487;19511;22214;26199;20995;3622;17675;25525;12600;23242;31094;21299;21539;18592
347;19268;19379;22735;26270;21047;3637;15711;25474;12550;22581;33695;21299;21194;18486
348;19639;19531;22356;26270;20698;3731;15850;25448;12257;23062;33794;21258;21406;18536
349;19466;19558;22575;26539;21045;3608;17765;25448;12712;22973;33661;21369;21173;18726
350;19511;19313;22554;26449;20700;3669;15948;25423;12209;22538;33661;21373;21560;18491
351;19296;19492;22304;26770;21086;3702;17415;25423;12295;23040;33695;21384;21385;18686
352;19483;19399;22281;26539;20942;3626;17455;25474;12500;22775;31672;21191;20393;18484
353;19324;19624;22661;26449;21176;3724;13878;25448;12365;22929;33962;21277;21173;18387
354;19310;19425;22480;26714;20635;3683;13666;25474;12115;22797;33431;21080;21090;18225
355;19540;19247;22338;26492;20640;3709;13412;25596;12353;22474;33728;21330;21342;18251
356;19250;19419;22335;26147;20825;3691;13705;25474;12174;23242;33628;21301;21406;18278
357;19466;19650;22784;25870;20832;3644;14008;25545;12512;23129;34030;21299;21278;18381
358;19473;19281;22460;26714;20889;3683;17561;25448;12652;22863;32727;21381;21560;18684
359;19543;19216;22537;26317;20904;3662;13494;25423;12317;22841;33761;20871;21581;18256
360;19293;19465;22310;26303;21097;3644;15842;25448;12570;22951;33861;18453;21215;18316
361;19529;19472;22208;26687;20584;3694;17317;25423;12233;23129;33661;21275;21215;18624
362;19508;19485;22273;26522;21068;3680;17659;25525;12477;22797;33595;18569;21517;18511
363;19264;19139;19914;26862;21074;3720;17170;25545;12127;23084;33595;21360;21278;18464
364;19511;19419;22533;26539;21044;3687;17781;25448;12617;22841;32727;21370;21215;18693
365;19624;19551;22524;26291;21098;3662;13640;25499;12525;22732;33861;21375;21406;18360
366;19282;19478;22534;26355;20754;3687;13208;25398;12389;23017;33929;21245;21645;18281
367;19536;19472;22096;26173;20750;3676;13510;25351;12104;22581;33661;21343;21152;18190
368;19455;19564;22651;26465;21084;3658;17732;25545;12365;22559;31734;21266;20867;18574
369;19264;19353;22231;26828;20728;3702;13520;25423;12593;22732;34064;21343;21215;18304
370;19250;19392;22192;26862;20777;3687;13606;25499;12011;22797;33828;18600;21560;18074
371;19261;19267;22262;26376;20901;3687;13631;25596;12162;22400;33895;21277;21342;18230
372;19462;19683;21402;26714;20912;3724;17007;25474;12269;22973;33728;21402;21131;18594
373;19434;19406;22209;26251;20725;3724;13440;25525;12426;23062;33695;21307;21385;18289
374;19494;19459;22046;26714;20825;3665;13461;25474;12139;23062;33794;21283;21321;18261
375;19501;19465;22239;26502;20842;3691;17464;25474;12186;23084;33464;21311;20846;18606
376;19540;19300;22738;26929;20739;3694;17195;25448;12104;22222;33529;21377;21342;18598
377;19518;19380;22545;26663;20864;3651;13362;25474;12414;22688;33628;21389;21427;18288
378;19448;19459;22614;26439;20761;3698;15728;25448;12127;23197;33595;21375;21152;18499
379;19508;19459;21313;26539;20756;3691;17292;25448;12115;21918;33628;21215;20094;18392
380;19504;19478;22490;26344;21105;3644;17871;25545;12688;22667;33861;21337;21090;18718
381;19518;19412;22361;26465;21056;3713;17724;25423;12408;22841;33761;21392;21090;18696
382;19518;19505;22489;26407;20977;3676;17529;25423;12233;23040;33661;21131;21321;18658
383;19473;19750;22303;26788;21051;3777;17912;25571;12652;22885;33497;21334;14473;18258
384;19550;19538;22363;26622;20864;3662;13562;25474;12257;22004;33761;21272;21048;18225
385;19554;19412;22565;26581;20866;3728;13470;25474;12209;22951;33996;20788;21131;18279
386;19533;19406;22260;26335;20875;3716;13633;25474;12550;22688;33929;21277;21236;18317
387;19536;19273;22473;26345;20804;3673;13370;25423;12233;22929;33236;21270;20826;18192
388;19533;19512;22181;26681;20863;3694;13315;25545;12377;22559;33828;21248;21667;18294
389;19667;19485;22546;26601;21160;3728;17553;25398;12652;22951;32634;21319;21385;18730
390;19518;19432;22538;26613;21052;3758;16054;25423;12092;23265;31456;21122;21385;18482
391;19508;19624;22294;27232;21220;3716;16013;25571;12426;22200;31921;21260;21111;18497
392;19278;19445;22478;26936;20931;3662;17235;25596;12011;23107;33464;21321;21257;18618
393;19469;19659;22473;26640;21028;3709;17724;25499;12209;22775;33661;21222;20971;18677
394;19257;19544;22235;26117;20689;3644;15809;25448;12537;22517;33562;21260;20950;18414
395;19533;19492;22599;26281;20857;3676;13588;25499;12150;22951;33562;21329;21173;18277
396;19451;19624;22421;26291;20763;3720;13412;25499;12593;23288;32479;21437;20682;18261
397;19494;19717;22211;26267;20776;3629;13515;25448;12115;22995;33628;21144;21278;18227
398;19504;19326;22449;26303;20734;3705;17325;25448;11989;22951;33464;21234;21111;18565
399;19508;19353;22438;26298;20931;3687;17504;25448;12760;22753;33828;21222;20888;18664
400;19561;19425;22347;26936;20818;3687;16249;25398;12081;22581;33172;21261;20826;18466
401;19483;19663;22434;27130;21017;3698;13530;25499;12329;23107;33628;21342;21173;18367
402;19543;19492;22408;26307;21104;3716;17317;25423;12652;22929;32510;21255;21560;18671
403;19533;19287;22513;26566;21177;3709;14220;23720;12257;23174;34030;21264;21517;18332
404;19448;19650;22442;26022;21084;3713;13327;25376;12365;23107;33895;21231;21753;18333
405;19508;19518;22467;26564;20891;3709;13484;25398;12353;23017;33497;21277;21131;18300
406;19494;19425;22696;26418;21117;3644;17398;25448;12475;22797;31734;21186;21602;18603
407;19374;19359;22662;26428;20818;3698;13506;25423;12269;23084;33695;21281;21427;18301
408;19483;19425;22492;26513;20757;3713;13383;25596;12329;23017;33828;21273;21406;18313
409;19282;19472;22508;26513;20819;3676;17317;25474;12104;23062;33661;21369;21028;18602
410;19490;19412;22613;26286;20722;3640;13660;25596;12257;23062;33761;21314;21300;18294
411;19501;19406;22385;26449;20882;3669;15589;25596;12233;23062;33794;21231;21602;18510
412;19458;19353;22247;26015;20797;3658;17447;25474;12150;22995;33562;21175;20950;18544
413;19571;19320;22562;26303;20770;3687;13522;25448;12174;22378;31518;21161;21363;18135
414;19317;19419;22431;26761;20867;3705;16779;25525;12233;22973;33794;21249;21688;18633
415;19508;19478;22453;26714;20642;3662;13357;25423;12451;23040;33595;18386;22727;18172
416;19515;19485;22520;26613;21051;3680;17390;25499;12523;22732;34098;21395;21539;18734
417;19561;19406;22549;26660;20820;3669;13608;25525;12377;22602;33962;21342;21300;18318
418;19469;19260;22113;26418;20874;3640;17912;25571;12245;23288;31335;21158;21363;18550
419;19187;19406;22727;26344;20969;3651;17301;25474;12748;22602;33562;21358;21539;18669
420;19314;19300;21979;26755;20807;3716;13526;25499;12150;22907;33695;21342;21539;18266
421;19490;19359;22146;26255;20836;3702;13616;25545;12162;20388;33464;21131;21427;18083
422;19511;19518;22146;26243;20702;3709;13437;25423;12150;22667;33929;21387;21173;18230
423;19448;19492;22396;25984;20755;3687;13501;25499;12535;23017;33497;21304;20312;18215
424;19243;19538;22222;26340;20699;3687;16103;25474;12115;18526;33794;21221;21111;18163
425;19526;19505;22534;26575;20744;3702;13467;25474;12575;22797;33661;21341;21517;18343
426;19296;19465;22819;26714;20739;3637;13550;25376;12414;23107;33695;21272;21560;18327
427;19511;19479;22770;26365;20923;3702;13504;25474;12617;22885;33728;21354;21048;18343
428;19504;19366;22113;26631;20826;3594;17455;25525;12092;23129;33628;21330;20867;18562
429;19515;19465;22223;26539;21000;3644;17635;25571;12700;22995;33861;21237;19526;18591
430;19497;19353;22308;26492;21022;3665;17488;25499;12537;22797;31184;21161;21710;18577
431;19526;19498;22312;26795;21113;3619;17879;25448;12700;23062;33728;21299;21496;18766
432;19289;19511;22650;26334;20889;3724;13226;25423;12570;23040;33895;21174;21278;18308
433;19278;19353;22683;26761;21339;3655;17781;25571;12575;22819;31641;21249;21300;18649
434;19515;19326;22173;26433;20736;3680;13458;25596;12317;22667;33861;21281;21624;18270
435;19547;19465;22492;26376;21183;3640;17667;25474;12363;22667;33929;21314;21363;18688
436;19243;19432;22662;26496;20862;3687;13595;25448;12305;22732;33929;21295;21602;18315
437;19543;19419;22458;26418;20923;3691;13480;25474;12414;22951;33628;21278;21363;18310
438;19173;19452;22432;26407;20835;3673;13404;25326;12233;23152;33794;21355;21131;18243
439;19409;19710;22531;26492;21015;3658;17439;25499;12273;23310;33861;21019;21321;18687
440;19310;19326;22544;25968;21173;3633;17692;25525;12593;23084;33497;21370;21560;18694
441;19533;19571;22544;26613;21000;3698;17618;25398;12081;23062;33529;21293;21517;18696
442;19285;19498;22787;26607;20724;3724;13566;25571;12174;23062;33761;21277;21624;18343
443;19490;19525;22624;26014;20822;3720;13271;25499;12587;23084;33595;21305;21300;18310
444;19522;19366;22383;26491;20774;3644;13558;25474;12414;23107;33962;21243;21321;18302
445;19497;19432;22481;26397;20810;3662;16046;25545;12257;22995;33529;21325;21278;18518
446;19254;19373;22354;26251;20713;3716;13490;25499;12269;23174;33595;21149;21257;18249
447;19384;19260;22671;26553;20717;3720;13599;25525;12329;23040;33962;21246;21796;18356
448;19278;19440;22401;26267;20706;3644;15948;25525;12688;22710;33398;21340;21215;18489
449;19328;19544;22824;26849;20732;3597;13584;25596;12257;23129;33695;21366;21560;18332
450;19557;19591;22497;26465;21205;3716;14139;25423;12537;23107;34098;21305;21236;18459
451;19271;20093;22163;26465;20784;3644;14016;25448;12353;22973;33562;21329;21385;18345
452;19296;19425;22515;26566;20978;3702;17390;25499;12034;23152;33464;21237;20826;18597
453;19515;19373;22467;26334;20950;3680;13521;25398;12629;22624;33962;21257;21581;18329
454;19561;19425;22362;26734;20900;3724;13518;25571;12305;22819;33929;21227;21173;18319
455;19568;19452;22480;26492;21049;3709;17765;25499;12397;22355;33962;21218;21406;18703
456;19494;19478;22714;26640;20794;3673;13992;25499;12081;23017;33761;21204;21152;18329
457;19561;19538;22241;26191;21046;3724;17382;25448;12512;23107;31703;21231;21194;18597
458;19540;20097;22727;26439;20803;3705;13853;25499;12600;22688;33529;21289;21667;18435
459;19550;19505;22415;27010;20913;3747;16070;25474;12139;22688;31335;21210;20930;18434
460;19490;19651;22210;26334;20859;3705;13492;25423;12197;23107;33794;21215;21069;18271
461;19494;19353;22329;26194;20832;3694;13591;25398;12245;22645;33828;21358;21342;18258
462;19275;19492;22242;26533;20715;3698;13083;25448;12341;22753;33728;21301;21300;18215
463;19536;19406;22120;26339;21023;3683;17961;25474;12593;22710;34030;21323;21406;18724
464;19504;19478;22300;26069;21170;3676;17415;25474;12174;23107;33301;21375;21236;18624
465;19557;19505;22418;26465;21109;3662;13605;25622;12587;22602;33895;21331;21539;18364
466;19511;19293;22067;26724;21044;3709;17333;25622;12587;22819;31548;21113;21624;18597
467;19480;19492;22107;26687;21064;3720;13483;25474;12305;23220;33828;21269;21818;18365
468;19547;19459;22380;26486;20741;3651;15940;25423;12174;22710;33828;21325;21342;18486
469;19490;19875;22537;26382;20860;3669;14285;25571;12760;23152;33929;21257;21496;18488
470;19282;19399;22570;26454;20789;3698;17349;25499;11954;22775;33728;21348;21363;18596
471;19377;19320;22484;26761;20611;3655;13410;25423;12575;22797;33628;21225;20516;18214
472;19543;19637;22827;26492;20765;3687;13460;25545;12221;22841;33895;21325;21363;18328
473;19635;19333;22327;26190;20913;3651;13479;25448;12197;23152;33761;21149;21427;18261
474;19271;19445;22622;25948;20864;3683;13516;25398;12281;22929;33828;21243;21090;18242
475;19247;19485;22619;26539;21019;3658;18230;25525;12512;22775;32571;21325;21539;18706
476;17316;19425;22552;26439;20785;3698;13511;25448;12426;23197;33895;21230;21602;18183
477;19264;19287;22205;26835;21053;3735;13435;25423;12353;22732;33595;21299;21496;18293
478;19515;19162;22330;26286;20838;3724;17488;25474;12150;22732;33929;21149;21194;18599
479;19526;19465;22628;27049;21098;3705;13813;25525;12546;22863;32479;21264;21236;18362
480;19293;19392;22133;26539;20730;3709;13625;25423;12115;23084;33794;21270;21257;18256
481;19324;19604;22823;26788;20980;3709;18034;25448;12640;22819;32696;21416;21173;18749
482;19529;19683;22371;26317;20784;3676;14155;25474;12736;22973;33628;21305;21173;18398
483;19321;19531;22402;26714;21075;3744;13523;25596;12281;23220;33529;21327;21194;18345
484;19561;19432;22256;26613;20746;3716;13597;25474;12174;23040;33728;21335;21236;18298
485;19550;19551;22066;26470;20836;3655;13525;25499;12414;23040;33828;21287;21539;18311
486;19508;19320;22776;26657;20906;3644;13457;25545;12365;22951;33595;21381;21385;18317
487;19511;19426;22477;26835;20930;3680;13565;25448;12438;22819;33595;21272;21710;18351
488;19518;19320;22552;26628;20867;3651;13460;25423;12150;22819;33661;21317;21131;18245
489;19547;19498;22311;26714;21015;3713;17488;25525;12269;23062;34132;21358;21300;18724
490;19561;19346;22724;26601;20830;3680;13521;25525;12197;23220;33661;21296;21385;18325
491;19278;19538;22098;26788;20820;3542;16078;25525;12209;23129;33861;21311;21194;18472
492;19511;19432;22635;26371;20882;3728;16062;25525;12186;23197;33595;21255;21602;18582
493;19303;19452;22879;26566;21028;3705;17879;25448;12664;22863;32386;21404;21363;18721
494;19151;19326;22278;26169;21077;3705;17602;25398;12233;23084;33794;21289;21602;18652
495;19522;19320;22640;26381;20783;3655;16046;25423;12069;22819;33728;21284;21342;18486
496;19533;19485;22618;26365;20695;3720;13446;25571;12537;22624;33661;21260;20826;18277
497;19536;19551;22607;26165;21009;3655;17089;25525;12463;22602;31610;21153;21300;18530
498;19490;19392;22249;26788;20914;3716;15874;25398;12127;22841;33497;21261;21300;18497
499;19540;19327;22241;26983;20719;3720;16103;25474;12104;23197;33661;21331;21131;18537
500;19490;19353;21917;26613;20791;3702;13418;25423;12162;22688;33828;21193;21342;18220
