LEGEND;Richards;DeltaBlue;Crypto;RayTrace;EarleyBoyer;RegExp;Splay;NavierStokes;PdfJS;Mandreel;Gameboy;CodeLoad;Box2D;Score
13;19515;19353;22225;26882;20786;3709;13534;25423;12488;22113;33695;21142;21111;18247
14;19462;19513;22074;25948;20496;3694;17537;25474;12209;22581;33761;21208;21517;18571
15;19522;19392;22324;26267;20864;3694;13416;25474;12034;23152;33529;21093;21406;18236
16;19483;19465;22281;26317;20820;3728;16950;25571;12341;23017;33728;21104;21236;18610
17;19543;19406;22568;26164;20806;3676;17594;25474;12537;23062;31124;21036;21496;18570
18;19508;19342;22252;26714;20985;3680;17455;25571;11898;22907;33595;21156;20971;18578
19;19518;19379;22554;26164;20748;3713;17464;25499;12081;23129;33861;21098;21090;18615
20;19515;19432;22141;26391;20971;3662;17724;25525;12640;23040;33695;21074;21645;18711
21;19469;19366;22219;26022;20720;3673;17700;25376;12575;22688;31304;21129;21321;18512
22;19487;19214;22294;26788;21062;3724;17749;25398;12295;23129;33695;21126;20909;18669
23;19469;19465;22792;26069;20733;3728;17374;25525;12209;22311;33562;21133;21152;18584
24;19533;19558;22739;26391;21096;3716;17431;25376;12377;22885;31365;21041;21363;18594
25;19533;19030;22748;26788;20977;3716;16706;25423;12233;23084;31304;21093;21321;18504
26;19536;19399;22443;25852;21123;3683;17529;25474;12233;23152;33861;21174;21517;18665
27;19533;19454;22580;25678;21188;3724;17569;25474;12431;22797;33761;21230;21645;18700
28;19518;19373;22381;26553;20866;3640;15060;25398;12209;23107;33497;21236;21427;18418
29;19483;19465;22396;26048;21018;3724;17667;25423;12385;22819;33794;21030;21667;18685
30;19536;19419;22388;26386;20831;3691;13452;25525;12069;23107;33861;21123;21300;18262
31;19487;19346;22315;26423;20828;3698;15972;25474;12023;22929;33761;20966;21278;18461
32;19522;19472;22268;27042;21203;3709;18075;25499;12582;23220;33728;21258;21427;18823
33;19529;19803;22187;26418;20901;3709;17309;25423;12057;23265;33204;21074;21111;18607
34;19504;19617;22230;26122;21073;3709;17056;25474;12295;22355;33761;21257;21342;18594
35;19526;19419;22282;26586;20860;3658;13382;25474;12245;22885;33828;21136;21152;18242
36;19487;19425;22718;26312;20728;3680;13373;25448;12197;22797;33628;21248;21152;18237
37;19395;19419;22568;26376;21045;3680;17643;25499;12402;22517;31487;21104;21406;18561
38;19508;19511;22341;26465;20852;3619;15337;25499;12525;23152;33628;21063;21385;18473
39;19543;19154;22649;26045;20849;3687;17341;25596;11921;23084;33628;21156;21667;18603
40;19526;19277;22285;26277;21050;3736;13563;25525;12092;23152;30508;21246;21278;18149
41;19522;19346;22622;26687;21032;3669;17944;25448;12600;22378;31858;21174;21236;18625
42;19497;19511;22314;27015;20727;3698;13380;25525;12341;22710;33464;21289;21173;18276
43;19466;19333;22097;26344;20724;3640;17561;25423;12512;22624;31064;21014;21406;18474
44;19508;19373;22576;26100;21029;3751;13853;25571;12402;22863;33595;21090;21321;18345
45;19511;19432;22817;26006;20796;3694;16135;25423;12046;23333;33828;21129;20950;18505
46;19504;19392;22535;26507;20728;3680;15948;25448;12535;23152;33366;21140;21236;18532
47;19490;19478;22360;26481;20783;3673;14179;25423;12882;22333;33794;21141;21753;18397
48;19293;19419;22315;26465;20679;3716;13837;25525;12365;22951;33595;21163;21539;18315
49;19511;19445;22442;26465;20933;3676;18140;25474;12593;22645;33962;21221;21385;18743
50;19543;19228;22415;26511;20841;3644;13780;25525;12587;23152;33794;21248;21427;18350
51;19455;19452;21877;26262;20725;3735;13671;25474;12139;23129;33595;21199;21710;18280
52;19466;19538;22462;25752;20995;3698;15703;25474;12150;20958;33661;21147;21194;18324
53;19533;19168;21943;26288;20673;3687;15720;25376;12605;22973;33366;21208;21385;18453
54;19261;19382;22501;26714;21031;3694;13331;25499;12293;22311;33140;21179;21539;18231
55;19476;19509;22547;26909;20753;3662;14073;25423;12488;22841;33595;21192;21688;18395
56;19494;19406;22191;26815;20802;3735;17195;25474;12046;22841;33562;21113;21069;18581
57;19536;19326;22472;26776;20697;3716;15817;25499;12546;22973;33761;21136;21406;18561
58;19536;19359;22211;26492;20625;3601;17162;25571;11909;22863;33595;21145;20888;18479
59;19529;19366;22319;26360;20738;3640;15540;25525;12664;23017;33628;21174;21406;18494
60;19409;19452;22895;26788;21014;3702;17260;25423;12092;22378;33828;21149;20971;18609
61;19458;19379;22538;26213;20839;3731;13704;25525;12139;23107;33828;21186;21385;18313
62;19504;19531;21937;26309;21043;3694;17781;25423;12605;22474;34030;21237;21560;18696
63;19501;19472;22564;25988;20921;3633;15133;25423;12317;23152;33695;21095;21496;18433
64;19300;19373;22463;26196;21085;3676;17675;25448;12217;23220;33761;21040;21624;18667
65;19476;19525;22414;26225;20927;3694;13438;25499;12463;22453;33595;21198;21111;18250
66;19529;19498;22689;26513;21105;3713;17415;25474;12011;22495;33529;21215;21236;18627
67;19536;19445;22568;25867;20683;3735;17512;25525;12139;23152;33595;21147;21645;18653
68;19490;19684;21970;26203;21068;3691;17594;25423;12477;22841;33497;20881;21406;18639
69;19247;19373;22335;26835;20918;3733;13573;25448;12186;23084;31034;21056;21257;18171
70;19536;19479;22366;26566;21238;3705;18075;25525;12796;22995;33828;21227;21624;18833
71;19490;19459;22575;26365;20884;3698;14359;25474;12209;22667;33464;20803;20909;18293
72;19497;19466;22663;26936;21034;3702;17545;25423;11977;23084;33012;21224;21111;18645
73;19225;19525;22789;26728;20781;3736;13573;25474;12104;22775;33562;21230;21385;18298
74;19480;19300;22172;26319;20621;3713;17724;25499;12186;22559;31154;21046;21321;18473
75;19543;19275;22480;26539;20925;3680;18010;25423;12475;23152;31184;21090;21194;18600
76;19363;19498;22496;26113;20663;3713;17260;25571;12023;23017;33628;21299;21300;18592
77;19522;19433;22212;26761;20951;3716;17635;25474;12546;22841;33962;21207;21363;18724
78;19448;19498;22510;26823;21086;3744;18026;25474;12500;22973;33962;21177;21090;18780
79;19469;19624;22245;25976;20834;3735;13504;25423;12293;23197;33464;21263;21236;18278
80;19529;19565;22456;26096;20884;3687;13666;25474;12305;22710;33895;21180;21581;18309
81;19529;19154;22472;26216;20816;3673;17569;25545;12115;23220;31395;21071;21427;18520
82;19395;19313;22213;26835;20952;3669;15752;25474;12550;23062;33595;21140;21645;18543
83;19310;19485;22240;26262;20860;3709;13484;25499;12104;22841;33695;21252;21300;18235
84;19356;19498;22576;26277;20714;3720;13593;25474;12317;22841;33431;21301;21111;18270
85;19526;19306;22533;26581;20848;3724;17317;25525;11921;22995;33529;21167;21090;18595
86;19469;19445;22662;25796;20737;3728;17512;25525;12162;22797;33595;21233;21645;18637
87;19497;19360;22304;26418;20670;3740;13479;25499;11864;22929;33366;21092;21517;18218
88;19543;19558;22606;26486;20884;3747;17537;25571;12257;22819;31304;21122;21624;18610
89;19614;19326;21957;26391;21106;3694;17586;25474;12377;22667;31456;21110;21645;18557
90;19522;19425;22371;26586;20753;3713;17529;25448;12011;23174;33268;21151;21517;18635
91;19391;19281;22466;26936;20911;3644;17521;25474;12284;22929;33794;21098;20930;18620
92;19490;19485;22718;26251;20884;3694;17985;25596;12512;23197;31610;20962;21753;18677
93;19533;19518;22244;26303;20804;3716;17089;25376;12046;23084;33695;21131;21111;18571
94;19324;19293;22104;26291;20774;3736;17643;24437;12139;22602;33628;21193;21427;18531
95;19176;19478;22527;26350;20808;3728;17464;25448;12104;22863;33497;21231;21342;18609
96;19536;19532;22546;26317;20662;3705;15964;25474;12092;22797;33398;21219;21385;18486
97;19473;19551;22896;26334;20776;3683;17227;25423;12104;22885;33529;21187;21257;18613
98;19547;19439;22462;26045;20755;3694;17561;25525;12023;23062;33861;20784;20000;18504
99;19508;19287;22393;26083;20872;3724;13518;25474;12150;22797;33464;21236;21321;18237
100;19501;19353;22409;24764;20690;3796;17366;25499;12281;22710;31548;21108;21539;18471
101;19490;19394;22580;26418;20900;3735;14465;25499;12402;22819;33728;21137;21321;18411
102;19526;19366;22393;26122;21039;3687;17594;25423;12587;23107;31304;21165;21215;18577
103;19536;19373;22683;26823;20670;3716;13499;25448;12281;22907;33464;21071;20846;18262
104;19522;19630;22106;26744;20644;3735;13666;25596;12115;23356;33366;21012;21342;18303
105;19515;19472;22287;26122;20844;3694;16143;25423;12046;22929;33464;21195;20846;18442
106;19536;19505;22062;26770;20768;3724;13614;25596;12150;23129;33301;21257;21624;18315
107;19466;19320;22181;26549;20815;3713;17724;25474;12104;22453;33595;21153;21152;18585
108;19490;19234;22490;26286;20937;3709;14408;25448;12629;23129;33595;21201;21342;18416
109;19529;19452;22442;26350;20766;3691;17203;25525;12162;22538;33761;21125;20930;18556
110;19533;19346;22170;26714;20804;3687;13666;25423;12414;23129;33628;20497;21385;18268
111;19494;19306;22647;26122;20830;3691;13525;25545;12257;22885;33562;20985;21111;18236
112;19490;19425;22327;26391;20863;3691;16021;25448;12233;22995;33661;21192;21257;18507
113;19476;19657;22269;26203;20765;3716;13499;25525;12186;22667;33861;21284;21173;18257
114;19515;19273;22335;26439;20722;3713;15923;25545;12640;23174;33562;21181;21624;18573
115;19780;19392;22740;26584;20857;3414;13591;25423;12011;22688;33728;21153;21385;18181
116;19458;19619;22121;26714;21007;3724;13372;25448;12081;23062;33464;21165;21321;18270
117;19476;19578;22235;26654;21135;3720;17847;25423;12438;23265;30448;21189;21111;18595
118;19356;19624;22267;26465;20606;3713;17561;25596;12034;22753;32948;21042;21406;18572
119;19529;19293;22321;26173;20781;3698;17276;25423;11921;22841;33529;21137;21090;18524
120;19501;19241;22483;26761;20995;3709;17944;25376;12575;22907;31034;21174;21385;18623
121;19533;19485;22794;26317;20769;3716;17178;25423;11989;23040;33464;21122;21385;18611
122;19487;19340;22682;25974;21162;3702;17700;25423;12081;22951;31064;21010;21342;18523
123;19543;19485;22418;26307;20716;3709;13500;25525;12057;23017;33761;21227;21090;18252
124;19561;19505;22265;26475;20859;3735;13573;25448;12127;22951;33366;21198;21883;18314
125;19522;19432;22574;26381;20813;3673;15989;25448;12600;22732;33895;21098;20888;18516
126;19473;19928;22449;26882;21000;3680;17928;25499;12570;22885;33895;21175;21710;18817
127;19515;19412;22308;26459;20600;3687;16225;25499;12069;22775;33794;21270;21840;18528
128;19543;19505;22621;26669;20899;3728;14163;25499;12772;23129;33895;21219;21300;18478
129;19490;19551;22361;26613;20937;3705;13658;25499;12587;22624;33366;21196;21602;18345
130;19480;19313;22360;26640;21042;3669;17920;25376;12402;22732;31426;21065;21602;18592
131;19473;19598;22546;26239;20830;3683;13629;25423;12139;23174;33398;21230;21539;18298
132;19497;19234;22769;26361;20748;3680;16942;25423;11921;22732;33529;21057;21300;18520
133;19536;19512;22451;26312;20813;3728;13588;25571;12139;22710;31094;21155;21517;18179
134;19504;19492;22651;26640;21151;3705;17480;25423;12605;22841;33595;21108;21363;18727
135;19480;19723;22560;26835;21060;3744;13537;25525;12377;22688;33695;21181;20434;18307
136;19526;19432;22806;26539;20583;3713;13413;25448;12209;22863;33204;21208;21560;18277
137;19536;19552;22273;26418;20804;3705;13756;25398;12257;22819;33628;21252;21560;18315
138;19444;19671;22386;26648;20724;3724;16070;25398;12057;22863;33661;21219;21385;18525
139;19331;19366;22467;26220;20896;3731;14481;25499;12081;22753;33497;21218;21710;18360
140;19494;19432;22208;26376;20792;3728;13666;25448;12245;22753;33562;21230;21539;18287
141;19511;19439;22589;27158;20877;3691;17186;25448;12034;22688;32368;21249;21385;18582
142;19508;19445;22534;26983;20874;3720;16274;25499;11989;22863;33761;21219;20353;18499
143;19501;19207;22554;26640;21032;3716;13528;25448;12281;22517;33761;21281;21342;18292
144;19487;19386;22281;27042;20802;3716;13601;25423;12257;23062;33661;21237;21667;18344
145;19504;19505;22369;26936;21061;3698;18132;25474;12600;22951;31304;21033;21236;18664
146;19458;19492;22413;25958;20839;3669;13367;25499;12081;23040;33761;21174;21539;18235
147;19197;19412;22460;26397;20953;3744;17708;25448;12306;22973;33661;21155;20909;18644
148;19504;19346;22381;26454;20950;3640;17553;25474;12550;22710;31094;21062;21215;18521
149;19508;19525;22686;26186;20901;3694;13489;25423;12023;22624;33529;21187;21624;18257
150;19497;19208;21931;26439;20580;3637;15589;25448;12587;23017;33761;21175;21539;18453
151;19504;19419;22628;26640;20795;3720;14114;25423;12724;23062;33529;21162;20495;18366
152;19501;19353;22107;26507;20765;3633;17765;25474;12587;22951;31244;20839;21602;18545
153;19543;19485;22253;26714;20925;3709;15752;25448;12092;22517;33398;21140;20971;18434
154;19501;19366;22514;26444;20819;3716;16111;25525;12081;22907;33661;21163;21152;18505
155;19469;19419;22066;26350;20740;3716;16649;25474;11898;23197;33861;21072;21194;18512
156;19162;19584;22296;26156;20832;3724;13575;25474;11977;22995;33562;21281;21406;18239
157;19504;19345;22834;26640;20849;3629;15011;25448;12257;22929;33529;18453;21517;18245
158;19476;19419;22530;26465;20924;3665;17814;25545;12284;22863;33431;21086;21602;18677
159;19540;19472;22341;26522;20794;3713;12727;25398;11989;22907;33464;21131;20930;18130
160;19455;19373;22491;26788;20775;3709;14049;25474;12582;23129;33728;21113;20950;18373
161;19490;19498;22337;26566;21062;3716;17390;25474;12046;22753;33861;21199;21321;18640
162;19511;19379;22240;25867;20795;3691;13579;25499;12104;22951;33595;21212;21645;18242
163;19543;19518;22509;26243;20990;3702;13675;25474;12150;23152;33728;21116;21427;18320
164;19529;18685;22404;26418;21132;3683;17781;25474;12420;23129;33562;21257;21342;18662
165;19536;19393;22341;26815;21113;3705;17879;25499;12365;22775;31734;21101;21342;18631
166;19515;19340;22340;26217;20765;3728;13602;25448;12104;22333;33529;21316;21710;18246
167;19511;19439;22127;25966;20857;3716;17268;25474;12092;22495;33562;21179;21278;18540
168;19504;19203;22616;26344;20777;3713;17692;25376;12150;22289;33628;21087;21517;18602
169;19518;19273;22462;25914;20900;3662;13458;25448;12525;23062;33366;21155;21581;18269
170;19515;19511;22383;26522;20852;3687;15907;25423;12570;22775;33728;21225;21321;18546
171;19653;19455;22197;26391;20987;3680;17545;25474;12389;22973;31214;21077;21624;18573
172;19501;19392;22752;26122;21106;3694;17464;25448;12127;22753;31703;21081;21363;18545
173;19540;19472;22360;26418;20748;3735;17464;25525;12057;23265;33464;21075;21300;18636
174;19494;19260;22335;26501;20717;3691;15972;25525;12069;23107;33628;21135;20764;18440
175;19310;19565;22320;26100;20688;3687;17081;25474;12092;22753;33728;21141;21152;18528
176;19526;19544;22166;26640;20945;3698;18026;25376;12512;22732;30478;21207;21602;18592
177;19293;19454;22353;26640;21030;3665;18075;25423;12587;22907;31214;21048;21667;18627
178;19540;19340;22464;26714;20818;3673;16070;25525;12057;23084;33431;21163;21427;18513
179;19504;19935;22255;26506;20678;3691;17504;25448;11842;23040;33497;21167;20950;18587
180;19504;19392;22033;26689;21011;3716;13403;25423;12221;22863;33464;20498;21028;18189
181;19254;19527;22352;25940;20816;3705;17504;25474;12023;22710;33962;20754;21131;18536
182;19522;19630;22513;26714;21086;3669;17749;25499;12317;22667;31214;21110;21539;18604
183;19543;19518;22258;26475;20637;3651;15809;25499;11943;23129;33595;21125;20971;18418
184;19501;19465;22476;26581;21011;3687;17447;25423;12575;22645;31184;18835;21385;18408
185;19508;19432;22590;26345;20844;3702;17390;25499;12233;23129;33761;21077;21194;18646
186;19533;19281;22420;26391;20736;3716;13492;25376;12000;22710;33794;21113;21215;18212
187;19529;19439;22127;26569;21068;3731;17415;25474;11876;23129;33828;21099;20867;18598
188;19314;19393;22632;26382;20755;3698;13571;25423;12209;22775;33595;21287;21645;18282
189;19462;19558;22368;26513;20893;3687;13598;25622;12281;22819;33661;21236;21257;18299
190;19547;19459;21984;26418;21032;3669;13619;25448;12245;23062;33398;18347;21427;18070
191;19497;19518;22696;26196;20776;3747;13837;25474;12500;22841;33728;20304;21753;18332
192;19293;19459;22530;25907;20844;3687;13571;25525;12081;22688;33861;21252;21539;18243
193;19515;19340;22529;26143;20878;3720;13519;25474;12365;22863;33366;18429;21363;18081
194;19540;19392;22547;26687;20749;3673;13546;25474;12197;23242;33661;21113;21385;18301
195;19540;19323;22586;25976;20652;3694;15948;25525;12512;22602;33366;21144;21215;18470
196;19508;19492;22825;26640;21090;3709;17781;25423;12550;23129;31335;21072;21194;18658
197;19536;19498;22373;25948;20815;3622;13589;25448;12081;23084;33761;21095;21624;18241
198;19536;19445;22214;26815;20672;3728;17390;25376;11977;23062;33398;21125;21152;18592
199;19533;19505;22604;26418;21011;3683;18075;25448;12558;22432;33529;21208;20495;18660
200;19494;19188;22518;26088;20945;3731;17561;25448;12463;23197;31365;21044;21427;18577
201;19543;19355;22468;26286;20792;3720;13436;25499;12353;22753;33695;21215;21215;18268
202;19540;19419;22649;26640;20941;3713;17081;25525;12221;23152;31094;21218;21731;18581
203;19508;19386;22278;26381;20498;3728;17162;25474;11921;22995;33431;21098;21278;18538
204;19501;19446;22603;26465;20793;3662;13440;25448;12233;23062;33661;21237;21539;18292
205;19511;19340;22550;26418;21009;3691;17488;25525;12262;22688;33728;21302;21048;18637
206;19508;19531;22292;26492;20800;3691;17195;25448;12186;22973;33497;21264;21385;18615
207;19497;19386;22829;26613;20802;3729;17488;25525;12000;23062;33562;21052;21257;18651
208;19455;19683;22490;26281;20736;3728;17749;25448;12127;22973;33695;21146;21194;18660
209;19494;19862;22115;26156;20891;3698;13535;25525;12046;22973;33794;21147;20950;18242
210;19458;19531;22594;26955;21080;3740;13454;25398;11977;23107;33661;21184;21090;18308
211;19490;19386;22349;26492;21107;3619;17415;25525;12000;23129;31456;21062;21539;18517
212;19508;19300;22251;26802;20855;3644;17659;25474;12465;22951;33529;21260;21363;18668
213;19508;19420;22236;26640;21102;3669;17309;25448;12069;23040;33497;21196;21710;18640
214;19497;19287;22657;26324;20835;3720;13571;25376;12162;22645;33695;21189;21363;18263
215;19543;19399;22226;26361;20845;3740;13575;25545;12341;23242;33661;21233;20930;18297
