LEGEND;Richards;DeltaBlue;Crypto;RayTrace;EarleyBoyer;RegExp;Splay;NavierStokes;PdfJS;Mandreel;Gameboy;CodeLoad;Box2D;Score
301;19487;19392;22196;26566;20844;3687;16828;25423;12245;23062;31304;21159;20950;18450
302;19511;19333;22452;26628;21116;3655;15997;25525;12150;23107;33464;21298;21152;18516
303;19285;19439;22495;26173;20823;3709;13544;25474;12174;20270;33529;21124;21215;18064
304;19487;19373;22445;25974;20692;3665;17504;25474;12426;22995;31796;21168;21300;18536
305;19564;19505;22252;26314;20604;3713;13501;25571;12162;23062;33595;21348;21194;18264
306;19515;19425;22422;26681;20868;3713;13513;25571;12127;22819;33996;21257;21667;18327
307;19236;19485;22512;26291;20819;3728;16184;25474;12115;22951;33728;21221;20971;18495
308;19571;19934;22259;26465;20913;3702;16029;25499;12069;22995;33761;21325;21278;18556
309;19511;19413;22058;26675;21036;3705;17480;25376;12186;23107;31548;21118;21236;18545
310;19571;19472;22900;26714;21097;3702;16200;25474;12011;23129;33728;21198;21111;18583
311;19529;19260;22392;26045;20937;3702;17227;25448;12281;22819;31734;21101;21173;18494
312;19536;19425;22157;26454;20891;3691;16143;25398;12162;22819;33929;21252;21602;18532
313;19363;19578;22514;25867;20679;3735;17431;25448;12046;22995;33761;21192;21111;18589
314;19275;19392;22363;26909;20856;3673;17064;25525;12353;22453;31672;21102;21539;18511
315;19293;19401;22191;26317;20902;3724;17292;25448;12269;22775;31703;21102;21131;18492
316;19547;19466;22145;26637;20843;3724;17390;25423;12162;22667;33595;21257;21667;18643
317;19557;19432;22509;26492;20643;3744;13805;25499;12245;22732;33661;21269;21560;18336
318;19497;19174;22403;26936;21090;3709;17781;25499;12587;23017;31064;21117;21215;18617
319;19497;19254;22555;26122;20708;3713;13448;25545;12104;23040;33628;21210;21131;18230
320;19285;19300;22193;26048;20711;3694;16062;25474;12057;23017;33794;21234;21539;18459
321;19543;19525;22516;26418;21043;3665;13556;25448;12293;22775;34064;21337;21385;18325
322;19526;19300;22333;26234;20774;3720;13632;25474;12365;22797;33794;21146;18379;18072
323;19536;19498;22244;26397;20790;3705;13396;25398;12281;22995;33628;21266;21111;18254
324;19529;19306;22335;26387;20774;3702;13555;25499;12186;23220;33794;21295;21581;18308
325;19529;19498;21956;26391;20776;3687;13328;25571;12389;22995;33895;21150;21560;18275
326;19289;19518;22177;26507;20788;3724;14122;25448;12257;23062;33794;21251;20805;18310
327;19550;19394;22130;26527;20761;3716;16143;25448;11932;23152;33828;21277;21321;18508
328;19487;19281;22170;26714;20982;3713;17708;25499;12724;22602;33628;21261;20826;18671
329;19561;19432;22607;26492;20708;3724;13468;25474;12463;22929;33828;21286;21539;18347
330;19547;19472;22580;26788;20756;3633;13894;25525;12293;23062;33628;21145;21215;18328
331;19522;19346;22478;26687;21035;3658;17814;25525;12414;22775;31703;18536;21152;18408
332;19518;19432;22497;26492;20747;3702;13959;25423;12593;23084;33929;21134;21602;18402
333;19296;19532;22467;26734;20666;3731;17431;25499;11989;22929;33236;21240;21321;18609
334;19561;19505;22686;26533;20801;3731;13386;25326;12104;23152;31890;21120;21215;18209
335;19511;19275;22594;26169;20660;3651;12992;25499;12069;22995;34132;19735;20971;18063
336;19324;19459;22263;26855;20888;3698;13461;25596;12281;22929;33895;21321;18489;18108
337;19543;19406;21958;26936;20569;3716;15948;25499;12500;22378;33861;21289;21385;18516
338;19278;19584;22394;26428;20744;3669;16143;25499;12023;22819;33628;21255;21090;18462
339;19208;19796;22502;26255;20708;3709;13470;25423;12451;22863;33562;21233;20846;18254
340;19529;19551;22054;26182;20916;3735;13418;25545;12046;22667;33464;21202;21111;18206
341;19522;19254;22145;26640;20866;3716;15345;25525;12550;22411;33761;21269;21278;18462
342;19511;19340;22199;26048;20814;3728;15728;25351;12451;22951;33661;21290;21236;18482
343;19554;19366;22733;26344;20560;3705;15964;25499;12500;22797;34030;21292;21152;18546
344;19543;19538;22366;26345;20891;3662;13527;25474;12512;22732;33695;21277;21581;18315
345;19515;19366;22357;26449;20779;3691;17594;25499;12092;23197;33794;21202;20723;18606
346;19522;19525;22537;26492;21016;3669;17268;25545;12250;22819;33761;21293;21560;18672
347;19480;19227;21990;26387;20811;3698;17292;25423;11954;23174;33962;21127;21496;18579
348;19557;19359;22015;26613;20969;3680;17406;25376;12127;23040;33761;21310;21342;18624
349;19564;19432;22298;26522;20806;3691;13298;25499;12115;22688;31579;21196;20805;18102
350;19508;19300;22402;26506;20782;3702;16086;25448;12174;23265;33728;21159;21048;18510
351;19533;19227;22491;26428;20730;3691;15793;25525;12617;22753;33861;21098;21236;18512
352;19476;19644;22457;26835;21024;3709;17553;25474;12197;23152;31365;21224;21111;18601
353;19557;19442;22468;26356;20863;3662;17447;25525;12600;23107;31395;21147;21645;18607
354;19557;19359;22618;26714;21010;3720;17569;25474;12593;22753;33398;21175;21406;18722
355;19522;19413;21422;26532;21001;3680;17618;25376;12174;22863;31827;21187;21111;18488
356;19458;19412;22426;26481;21014;3709;17847;25448;12318;23107;33529;21325;21710;18737
357;19494;19551;22486;26533;21074;3740;13443;25622;12046;23129;34064;21222;21300;18336
358;19511;19538;22435;26344;20925;3694;15622;25499;12104;22602;33828;21222;20909;18439
359;19476;18831;22345;26862;21122;3698;17773;25474;12558;22841;33895;21302;21278;18705
360;19571;19465;22429;26788;21086;3716;17561;25499;12340;23062;33794;21215;21152;18720
361;19473;19465;22323;26288;20747;3731;15703;25525;12652;22863;33728;21293;21539;18554
362;19515;19340;22550;26640;20878;3665;13210;25525;12281;23129;33497;21236;21300;18265
363;19504;19227;22193;26229;20806;3691;13420;25525;12069;23197;33828;21195;21131;18218
364;19314;19439;20553;26983;20947;3669;16991;25622;12341;23017;33761;21193;21257;18517
365;19497;19439;22484;26243;21153;3713;17781;25474;12233;23107;31796;21114;21278;18610
366;19529;19498;22338;26687;21016;3735;17480;25448;12115;22710;33497;21240;21581;18670
367;19310;19353;21981;26625;21262;3662;18042;25499;12512;23017;31827;21179;21581;18641
368;19540;19333;22306;26407;20856;3673;13333;25525;12221;22995;31426;21040;20702;18096
369;19568;19432;21936;26196;20638;3705;13300;25499;12186;22973;33661;20891;21667;18207
370;19557;19346;22595;26045;20733;3680;17504;25474;12069;22951;33728;21145;20846;18568
371;19487;19419;22643;26553;20817;3735;16094;25474;12162;22432;33661;21228;21090;18504
372;19448;19366;22244;26407;20777;3735;13690;25448;12605;23174;33695;21245;21236;18340
373;19536;19333;22517;26309;20838;3669;16086;25499;11954;22819;33929;21223;21048;18465
374;19504;19366;22322;26317;20588;3669;13445;25423;12377;23040;33695;21177;20867;18217
375;19568;19373;22448;26391;20837;3724;16803;25525;12127;23017;31703;21261;21811;18544
376;19487;19287;22601;26677;20657;3694;15760;25499;12605;22885;32634;21331;21624;18521
377;19497;19293;22275;26190;20786;3669;13590;25376;12127;23197;33728;21184;21173;18230
378;19448;19611;22363;26317;20877;3691;14465;25596;12139;23129;33661;21289;21278;18385
379;19303;19465;22106;26334;20784;3724;13369;25474;12139;22841;33595;21325;21602;18240
380;19494;19538;22104;26350;20767;3687;13535;25525;12245;22819;33529;21082;21321;18239
381;19533;19472;22303;26862;21040;3665;15826;25499;12605;22797;33695;21119;21342;18557
382;19504;19412;22448;26724;20790;3698;13641;25474;12104;22995;33661;21252;21753;18325
383;19490;19670;22194;26701;20746;3665;13212;25448;12353;22885;33794;21198;21152;18248
384;19466;19531;22091;26309;20619;3720;17488;25474;12069;22841;33861;20982;21194;18575
385;19501;19353;22477;26513;20782;3713;16078;25545;12139;23197;33761;21082;20930;18508
386;19321;19359;22506;26096;20801;3487;13602;25448;12115;22907;33695;21298;21539;18178
387;19515;19419;22304;26492;21051;3726;15826;25448;12023;23040;31641;21164;21667;18436
388;19515;19049;22473;26387;20783;3720;17170;25448;12174;23062;33761;21280;21194;18598
389;19469;19703;22278;26492;20662;3694;13397;25423;12269;22775;33595;21246;21861;18292
390;19455;19372;22727;26558;20769;3702;17349;25474;12081;22333;32980;21134;21278;18556
391;19518;19155;22108;26762;20722;3713;16763;25448;12023;22929;33794;21044;20971;18505
392;19324;19459;22534;26566;20627;3687;13288;25474;12341;22885;32885;21192;21090;18201
393;19476;19359;22228;27010;20973;3698;15891;25499;12081;23062;33695;21144;21194;18509
394;19550;19412;22396;26714;21035;3658;17561;25499;12174;22885;31734;21144;21321;18568
395;19289;19492;22243;26186;21001;3662;17708;25423;12295;23040;33172;21216;20353;18548
396;19508;19386;22015;26418;20643;3720;13539;25499;12127;22841;33628;21240;20971;18209
397;19533;19658;22138;26663;20851;3658;13458;25448;12092;22951;33761;21278;21645;18285
398;19310;19538;22106;26018;21164;3698;17741;25474;12463;23174;33628;21257;21069;18666
399;19296;19419;22645;26139;20890;3629;15858;25448;12570;23220;33794;21254;21173;18519
400;19377;19320;22183;26895;21054;3740;13575;25423;12127;22311;33301;21210;20826;18207
401;19285;19379;22234;26640;20919;3735;17162;25448;11977;22973;33595;21202;20846;18553
402;19550;19512;22368;26714;20935;3713;15891;25448;12221;23084;33996;21234;20826;18531
403;19518;19262;22341;26835;21082;3694;17439;25448;12317;22995;31456;21096;21173;18560
404;19533;19346;22723;26492;20860;3655;15817;25398;12329;22559;33861;21222;21131;18485
405;19536;19381;22722;26862;21038;3483;17627;25545;12796;22667;34132;21287;21517;18716
406;19487;19518;22665;26460;20820;3728;17504;25525;12000;23152;33761;21166;21278;18667
407;19518;19538;22673;26164;20847;3622;13234;25376;12127;22995;33728;21233;20682;18180
408;19557;19313;22640;26560;20650;3647;15915;25571;12617;22951;33828;21221;20888;18524
409;19494;19386;22281;26048;20830;3680;14236;25448;12617;22775;33695;21269;20784;18314
410;19501;19355;22465;26255;20914;3687;13400;25545;12402;22495;33861;21271;21278;18262
411;19526;19445;22453;26014;20790;3740;17447;25499;11989;22841;33895;21290;21539;18634
412;19564;19373;22503;26714;20856;3640;17537;25474;12306;23040;33828;21166;20930;18642
413;19469;19466;22646;26418;20685;3705;13406;25571;12426;23265;32571;21360;21278;18282
414;19296;19445;22335;26203;20791;3720;13096;25571;12426;22951;33497;21221;20888;18203
415;19511;19406;22294;26539;20909;3698;13268;25499;12239;23084;33861;21316;21496;18293
416;19543;19392;22516;26643;20892;3622;17635;25376;12197;22995;31921;21149;21602;18582
417;19568;19353;22614;26092;20791;3683;17545;25423;11966;22026;33761;21190;21194;18536
418;19522;19340;22210;26835;20914;3683;16730;25376;12293;22841;33301;21177;21111;18549
419;19303;19564;22806;26465;20963;3604;15027;25448;12305;22973;33628;21204;21257;18426
420;19518;19333;22775;26444;20735;3651;13535;25525;12186;23220;33828;21330;21406;18309
421;19377;19373;22399;26492;20879;3728;16005;25571;12046;23174;33497;21234;20888;18485
422;19522;19406;22219;26761;21105;3658;17195;25596;12233;22951;31548;21144;21517;18552
423;19536;19452;22246;26391;20910;3770;17651;25351;12174;22885;31487;21208;21406;18575
424;19557;19206;22407;26407;20727;3720;15907;25499;12104;23040;33996;19004;21342;18349
425;19444;19538;22379;26194;20720;3713;16160;25596;12081;22885;33728;21171;21363;18507
426;19264;19421;22666;26491;20816;3728;16665;25474;12023;22732;31518;21071;21111;18432
427;19480;19465;22707;26307;20794;3694;13448;25499;12269;23174;33962;21277;21111;18303
428;19522;19525;21845;26730;20784;3716;13407;25525;12293;23129;33398;21146;21152;18254
429;19300;19412;22375;26687;21096;3716;17724;25499;12463;22266;31858;21234;21560;18609
430;19314;19538;22668;26260;20736;3716;17219;25398;12057;22688;33661;21292;21131;18576
431;19522;19459;22497;26687;20842;3676;16999;25474;12700;23084;32634;21311;21278;18641
432;19554;19445;22094;26983;21121;3728;17684;25474;12451;23107;31579;21249;21173;18643
433;19533;19340;22209;26386;20692;3698;15826;25474;12546;23040;33929;21181;21048;18506
434;19462;19250;22639;26344;20995;3709;15964;25423;12069;22841;33695;21154;21342;18494
435;19511;19207;22295;26130;20654;3705;15850;23921;12011;23129;32303;21078;21194;18277
436;19494;19300;22410;26356;20919;3694;13247;25448;12162;23017;33861;21224;21560;18261
437;19564;19354;22579;26345;20741;3658;17358;25525;12139;23062;33929;21000;21710;18640
438;19526;19313;22209;26387;20783;3720;13300;25499;12081;22863;33595;21187;19565;18094
439;19469;19710;22455;26640;20678;3716;13491;25525;12512;23310;33761;21186;21278;18361
440;19501;19215;22544;26492;21096;3720;17716;25474;12186;23062;31796;21084;21385;18602
441;19441;19466;22389;26156;20809;3713;13385;25525;11977;22973;31548;20946;21581;18135
442;19289;19399;22272;26506;21062;3658;17651;25499;12209;22378;31579;21152;21667;18526
443;19511;19478;22884;26376;20817;3698;17219;25571;11989;23220;33595;21202;21173;18633
444;19759;19578;22610;26983;20748;3724;13448;25474;12512;22995;33366;21218;21111;18356
445;19536;19506;22436;26722;21041;3702;18026;25398;12582;22581;33595;21299;21385;18751
446;19529;19452;22367;26492;21144;3665;17904;25448;12273;22973;33828;21072;21385;18699
447;19533;19340;22243;25748;20696;3694;13362;25545;12046;22995;31703;21153;21236;18094
448;19511;19439;22247;26039;20853;3490;17504;25474;12488;23152;31734;21158;21048;18471
449;19497;19432;22233;26317;20945;3731;13465;25448;12150;22907;33728;21154;21602;18281
450;19554;19432;22570;26566;20586;3683;13388;25499;12081;23129;33695;21230;21861;18298
451;19501;19439;22664;26418;20846;3709;16877;25545;12269;22775;31610;21275;21496;18539
452;19487;19505;22541;26286;20839;3716;13501;25448;12353;22581;33861;21160;21236;18279
453;19448;19763;22088;26392;20904;3665;16094;25499;12057;22645;33562;21222;21152;18464
454;19561;19379;22631;26815;20904;3713;15483;25545;12629;23242;33861;21251;21048;18578
455;19398;19445;22535;26558;20737;3728;15801;25376;12186;22907;33761;18527;20826;18280
456;19547;19492;22591;26391;20976;3735;13714;25474;12174;22863;33661;21265;21560;18348
457;19250;19412;22388;26788;20923;3640;15117;25398;12523;23174;33661;21257;21215;18458
458;19282;19412;22601;26191;20819;3669;17162;25474;11977;22538;33695;21205;21406;18539
459;19526;19525;22326;26317;20748;3637;15948;25474;12150;22004;33562;19590;21215;18289
460;19515;19373;22305;26714;21113;3662;17406;25499;12475;22995;31579;21061;21194;18571
461;19441;19763;22707;26439;21041;3687;17904;25448;12587;21601;32079;21182;21517;18623
462;19466;19538;22716;26862;20583;3698;15793;25423;12127;22929;33595;21145;21496;18518
463;19522;19366;22681;26762;20776;3687;13439;25398;12414;22200;34098;21280;21560;18303
464;19497;19359;22140;26788;20973;3683;17732;25448;12676;23084;32417;21301;21624;18696
465;19515;19294;22134;26788;20986;3622;17732;25525;12463;23310;31890;21134;21131;18595
466;19314;19369;22567;26229;20766;3673;13566;25423;12233;22732;33794;21278;21645;18267
467;19222;19492;22731;26243;20691;3669;15720;25398;12808;23062;33728;21228;21624;18559
468;19497;19419;22462;26566;20784;3669;17097;25448;10725;23084;33464;21315;21257;18422
469;18113;19531;22656;26317;20904;3644;15027;25398;12389;23152;33529;21239;21257;18344
470;19526;19432;22128;25848;20805;3687;13372;25398;12011;22819;31335;21202;20888;18045
471;19271;19300;22411;26213;20871;3724;13519;25423;12438;23084;33794;21110;21342;18284
472;19511;19472;22555;26776;20746;3709;16119;25545;12162;22929;31765;21090;21688;18487
473;19511;19849;22654;25907;20717;3673;15989;25423;12115;22710;33761;21227;20867;18461
474;19504;19313;22439;26169;20988;3622;17610;25571;12069;22624;31518;21179;21278;18482
475;19529;19439;21748;26613;20537;3647;15858;25326;12664;22863;33929;21175;21048;18462
476;19271;19306;22579;26480;20846;3713;15883;25423;12081;22841;33861;21131;21342;18479
477;19526;19425;22227;26687;20909;3702;15972;25448;12438;23062;33861;21290;18416;18361
478;19483;19710;22767;26270;21191;3698;17618;25376;12600;23265;31579;21107;20723;18631
479;19278;19412;22490;26687;21042;3705;13684;25398;12046;22797;33996;21221;21111;18280
480;19497;19452;22455;26522;20677;3709;15948;25499;12676;22797;33861;21259;21300;18569
481;19473;19347;22621;26243;20739;3724;17178;25571;12162;22732;31641;21174;21131;18498
482;19526;19419;22617;26412;20774;3728;15874;25423;12652;23197;33761;21261;21278;18593
483;19130;19564;22513;25889;20845;3694;17398;25376;12600;22797;31548;21146;21090;18512
484;19529;19426;22642;26748;20725;3735;17252;25376;12127;23288;33661;21257;21645;18694
485;19476;19499;22563;26465;20723;3709;16013;25423;12046;23107;33895;21165;21539;18537
486;19494;19571;22563;26687;20720;3731;17472;25398;11550;22559;33661;21032;20909;18531
487;19511;19163;22225;26539;21075;3655;13437;25499;12475;22863;34064;21336;21321;18295
488;19494;19439;22127;26590;20708;3691;17309;25203;12057;22907;33628;21171;21300;18566
489;19271;19262;22182;26418;20607;3724;15923;25499;12023;23129;33728;21257;21406;18461
490;19511;19564;22626;26344;20704;3658;13456;25448;12317;22710;34064;21208;21363;18281
491;19557;19446;22497;26319;20708;3644;17243;25423;12127;23174;33828;21252;21688;18633
492;19526;19346;22841;26412;20802;3702;13574;25525;12329;23174;33861;21327;21363;18353
493;19529;19518;22373;26902;20700;3705;17472;25474;11943;23129;33794;21205;21300;18650
494;19476;19882;22462;26613;20922;3731;17227;25423;12057;23197;33761;21309;21257;18686
495;19268;19386;22602;26433;20826;3713;17252;25525;11954;22710;33562;21293;21517;18592
496;19529;19425;22448;26492;20998;3691;17146;25474;12127;23017;33828;20001;21257;18544
497;19547;19388;22536;26936;21002;3758;17235;25499;12600;23129;31487;21270;21300;18657
498;19504;19260;22448;26470;20841;3694;17146;25398;11921;22710;33761;21218;21048;18539
499;19451;19406;22812;26539;20963;3744;17651;25474;12046;23040;31548;21129;20867;18565
500;19533;19505;22404;26234;20812;3694;13302;25474;12269;22559;33333;21104;21257;18206
